regulatoryGene,targetGene,weight
AT2G46270,AT1G60270,0.0940281956646385
AT1G03040,AT1G73120,0.0918117713657496
AT5G49450,AT4G17500,0.0917525547009564
AT4G29930,AT1G60270,0.0910297238829594
AT3G24140,AT3G53720,0.0898944366076051
AT5G49450,AT1G01720,0.0877866254774244
AT5G49450,AT4G13250,0.0876673081484115
AT3G06590,AT2G18300,0.087004813006549
AT4G29100,AT2G28780,0.0862073888854843
AT3G56850,AT1G73120,0.0860665072961509
AT2G43010,AT5G15265,0.0854397091658405
AT5G06950,AT5G53210,0.0852890794486574
AT5G49450,AT1G73480,0.0851298799696254
AT4G36930,AT1G33750,0.0850277554646906
AT1G22070,AT2G42940,0.0839625014839063
AT2G18300,AT4G36890,0.0819368498230742
AT4G36730,AT2G28780,0.0808594185393314
AT5G49450,AT5G54165,0.0803293870584625
AT1G32640,AT1G06620,0.0800984758485771
AT3G24140,AT1G69040,0.0797310055635222
AT1G32150,AT2G35930,0.0796439922898794
AT4G01120,AT2G35930,0.0787961176704119
AT2G41070,AT1G60270,0.0786698467318546
AT5G49450,AT1G19180,0.0785902445633272
AT3G07340,AT2G28780,0.0782393121182882
AT5G49450,AT3G22370,0.0782235518961478
AT3G24140,AT1G33240,0.0777340708113686
AT1G32640,AT5G48540,0.0766670597459361
AT5G49450,AT1G15100,0.0764732388507535
AT5G24800,AT4G37730,0.0762205319966894
AT4G36540,AT3G62160,0.0760805220906822
AT1G49720,AT2G42940,0.0758408313135958
AT3G24140,AT3G12502,0.0758121071300604
AT3G24140,AT1G20490,0.0754271336065421
AT5G08130,AT1G14120,0.0752534054838136
AT5G49450,AT3G29575,0.0751582779535768
AT5G49450,AT1G07150,0.0747106759036227
AT2G24260,AT5G10140,0.0743944965221802
AT5G49450,AT5G43260,0.0735478784641652
AT4G38900,AT2G42940,0.0732870361793898
AT2G24260,AT4G12840,0.0728679811719725
AT3G24140,AT1G60260,0.0727059775101684
AT3G24140,AT1G77920,0.07151542445141
AT1G69010,AT3G28220,0.0713594320821203
AT3G24140,AT5G43020,0.0712059550925019
AT2G24260,AT1G56170,0.07088821821265
AT3G20640,AT4G37730,0.0706352768420611
AT3G62090,AT3G01680,0.0705418140029076
AT3G24140,AT2G14740,0.068979563925338
AT5G49450,AT1G66760,0.0686998573264108
AT5G49450,AT5G16010,0.0685779921149114
AT2G18300,AT3G45730,0.0684051909959422
AT3G19860,AT1G28360,0.0672226303879128
AT2G46810,AT5G05270,0.0671164626707919
AT3G06590,AT3G10340,0.0661477229639139
AT5G49450,AT2G36630,0.0658717128252
AT1G49720,AT3G28220,0.0657227318895783
AT5G50915,AT1G14120,0.0650862640888677
AT1G43700,AT5G62480,0.064714117775692
AT5G49450,AT4G35783,0.0641326585178748
AT3G26744,AT3G52110,0.0639071696139613
AT1G32640,AT1G70700,0.0636956422878711
AT5G49450,AT2G37750,0.0632593849118481
AT4G34000,AT3G11110,0.0631964503888145
AT5G08130,AT4G05010,0.0629275602207971
AT2G31280,AT2G32020,0.0625284024210735
AT1G05805,AT3G15950,0.0623302169182361
AT2G18300,AT3G06590,0.0622714782638284
AT1G32640,AT1G20510,0.0622023465917616
AT1G27660,AT5G15830,0.0620033834857347
AT2G24260,AT5G53030,0.0619909407299702
AT1G45249,AT2G04100,0.061837082678409
AT2G31370,AT5G60890,0.0615110527244719
AT3G24140,AT2G20180,0.0614352918699052
AT2G35530,AT5G15265,0.0611901795360827
AT1G32640,AT4G29930,0.0610785198368836
AT4G14410,AT2G32020,0.0610740023625531
AT3G19290,AT1G14120,0.0610438199551957
AT3G26744,AT3G11110,0.0607526971406431
AT2G40620,AT5G62480,0.060495080847133
AT1G01260,AT5G04000,0.0604888242652589
AT5G49450,AT4G39090,0.0604687503543327
AT1G63650,AT1G33750,0.0603922862983652
AT2G41070,AT5G48540,0.0602802991617922
AT3G24140,AT2G46800,0.0602760712068275
AT1G06850,AT1G60270,0.0599534681545384
AT3G26744,AT2G24260,0.059876918851853
AT3G06590,AT1G72990,0.0598499817581007
AT5G46760,AT1G06620,0.0597155401849531
AT5G49450,AT1G65690,0.0593737618154015
AT3G59060,AT2G35930,0.0580653918812457
AT1G22070,AT5G48540,0.0580408379814016
AT1G05805,AT3G47340,0.058023396878814
AT1G10120,AT4G29270,0.0580017797038393
AT2G24260,AT2G23430,0.0578532981188669
AT1G08320,AT2G47140,0.0575289828009377
AT2G43010,AT1G71200,0.057109062061584
AT4G38900,AT5G48540,0.056803041631618
AT5G49450,AT5G04250,0.0567322601277541
AT3G17100,AT3G11110,0.0567186496582622
AT2G18300,AT4G36010,0.056349438875954
AT1G32150,AT5G15830,0.0559786581375581
AT3G24140,AT5G63160,0.0558424481166604
AT3G17100,AT1G31050,0.0558103972513708
AT3G26744,AT3G28220,0.0557138290551342
AT5G49450,AT3G11410,0.0556607493370771
AT1G05710,AT4G35900,0.0555651397594383
AT4G00050,AT4G29270,0.0555478445561877
AT4G36540,AT1G60270,0.0555226934361911
AT2G24260,AT1G62310,0.0554655388305664
AT3G24140,AT4G14270,0.0553464711541719
AT3G06590,AT3G62160,0.0552940888072198
AT3G06590,AT1G60270,0.0551646785348213
AT1G12860,AT4G36060,0.055086711352612
AT2G40620,AT1G32120,0.0548432751751512
AT3G59060,AT3G11110,0.0546989298710889
AT3G26744,AT5G28640,0.0546734156241427
AT3G26744,AT5G11420,0.0545357481499981
AT1G03040,AT2G28780,0.0543303289355072
AT3G26744,AT5G10140,0.0543070090929253
AT4G34000,AT4G37895,0.0541557279963862
AT5G24800,AT5G65140,0.0539237898232963
AT3G26744,AT1G30690,0.053891414610827
AT2G46810,AT1G06620,0.0537981087098212
AT1G68920,AT1G24580,0.0537527170179119
AT2G24260,AT1G29395,0.053676093723705
AT1G27660,AT4G05010,0.0534648332126499
AT3G26744,AT1G12860,0.0534367703876972
AT5G49450,AT4G05320,0.0532774633117707
AT1G03970,AT3G28220,0.0528549963712789
AT2G40620,AT4G18700,0.052689500750901
AT4G29100,AT1G43650,0.0526878863288997
AT5G49450,AT5G49560,0.0525883347041421
AT2G40620,AT5G15600,0.0524721366224803
AT4G34000,AT2G42940,0.0523542249047937
AT3G59060,AT5G49740,0.0521881410117915
AT3G59060,AT5G07860,0.0521287820632078
AT2G18300,AT1G72990,0.0518608654558477
AT5G24800,AT3G47540,0.051209830801546
AT2G46270,AT2G42940,0.051185053655388
AT1G61660,AT5G60890,0.0510756454777261
AT5G49450,AT5G15190,0.0508810994997484
AT5G51790,AT1G14120,0.0507600105051708
AT3G06590,AT3G14870,0.0507545078348911
AT2G24260,AT3G26744,0.0507235952742559
AT1G32640,AT4G23170,0.0506970119279985
AT3G19290,AT2G41130,0.05068140057333
AT5G48560,AT3G59060,0.0506129580769515
AT1G61660,AT5G14750,0.0505264040392527
AT3G24140,AT3G49260,0.0505101917604264
AT3G10800,AT5G15265,0.0503493483555349
AT1G08320,AT3G55240,0.0503426473204092
AT5G48560,AT2G47180,0.050263337512014
AT5G54680,AT1G28360,0.0502478011188814
AT5G67110,AT1G45201,0.0502038725683641
AT3G26744,AT3G53210,0.0501668213093065
AT3G59060,AT5G53210,0.0501044328791286
AT3G23210,AT5G39240,0.0500991261264517
AT1G05710,AT1G24580,0.050075483422537
AT4G29100,AT3G20640,0.0498156289857398
AT5G06960,AT3G59220,0.0496921733068014
AT3G26744,AT5G63700,0.0496286567298509
AT5G49450,AT5G54940,0.0495985371351394
AT4G01120,AT1G52618,0.0495698143619103
AT2G20180,AT1G14120,0.0493719251056909
AT3G26744,AT1G62310,0.0493421834317683
AT5G48560,AT3G07340,0.0493051602982072
AT3G06590,AT4G36010,0.0492729133667352
AT3G24140,AT1G05710,0.0492696617712422
AT2G18300,AT3G61750,0.0492650458807757
AT1G27660,AT3G12502,0.049160928568953
AT2G24260,AT5G28640,0.0491301594379683
AT2G42380,AT1G32120,0.0490743798803453
AT5G49450,AT1G58340,0.0490117830680036
AT3G24140,AT3G51750,0.0489983122755424
AT4G37730,AT1G45201,0.0489774219315054
AT5G65210,AT3G10340,0.0489566245461885
AT2G41070,AT1G31950,0.0489356594664899
AT5G57150,AT2G32020,0.0488889923044112
AT5G50915,AT2G32020,0.0487644466702061
AT4G29100,AT5G24800,0.0487272761543051
AT4G34000,AT4G33220,0.0486484171481102
AT5G49450,AT4G08290,0.0484125842861512
AT5G62610,AT5G15830,0.048398125615839
AT3G59060,AT5G15265,0.0483795593978718
AT1G32150,AT1G60270,0.048282109683727
AT5G67110,AT1G60270,0.0481883008641643
AT5G54680,AT3G04620,0.0480954991846776
AT3G59060,AT1G62975,0.0480581063928628
AT1G05805,AT1G75030,0.0480430766912527
AT4G36540,AT5G06710,0.0479330922094214
AT2G46270,AT4G37895,0.0478073320110247
AT5G54680,AT1G71200,0.0477991491972741
AT5G49450,AT1G63720,0.0477850990905415
AT4G38900,AT1G71200,0.0477725069230617
AT5G48560,AT1G06620,0.0477419907578926
AT3G26744,AT3G09490,0.0476289581800644
AT1G27660,AT1G07150,0.0474839023261419
AT3G26744,AT2G20515,0.047481091076089
AT3G26744,AT1G09470,0.047437413905076
AT1G29950,AT2G32020,0.0474079181115108
AT3G59060,AT3G59220,0.0473813272227356
AT4G02640,AT2G42940,0.0472838839838547
AT5G08130,AT5G43020,0.04716217903144
AT3G26744,AT5G49560,0.0471589563836689
AT5G62610,AT4G36060,0.0471392678957898
AT1G32640,AT2G41430,0.0470071191558526
AT3G26744,AT3G15357,0.0468543452246516
AT3G26744,AT2G32020,0.0467263936896524
AT3G26744,AT4G39800,0.0466991714471831
AT3G24140,AT1G56220,0.0466590354737482
AT1G32640,AT5G63160,0.0466373291060853
AT2G24260,AT1G52618,0.0466364786778986
AT2G24260,AT2G28780,0.0465498092817125
AT3G24140,AT3G51670,0.0465169640711737
AT3G59060,AT1G22360,0.0463916916980537
AT3G26744,AT2G26040,0.0463547487378386
AT1G26260,AT5G15265,0.0463313899674423
AT5G49450,AT3G17810,0.0462312771567683
AT2G24260,AT4G30980,0.0462128403922045
AT3G59060,AT5G43870,0.0461060190436527
AT5G57150,AT5G48540,0.0460270155212459
AT3G26744,AT3G22450,0.045988340490597
AT1G06070,AT2G41130,0.0459804799783408
AT1G69010,AT1G33750,0.0459103448396254
AT5G08130,AT3G12502,0.0458933061174774
AT1G05710,AT3G24140,0.045863124055182
AT1G29950,AT2G42940,0.045803465869422
AT3G24140,AT4G01670,0.0457548436774971
AT1G12860,AT3G09490,0.0457322853544302
AT1G26260,AT3G05800,0.0456763581058943
AT5G08130,AT2G32020,0.0456749415461464
AT5G50915,AT2G05160,0.0456576332989927
AT3G26744,AT4G23600,0.045522003973272
AT5G62610,AT3G28220,0.0455173839340904
AT5G67110,AT1G72140,0.0454121234143866
AT3G24140,AT1G01240,0.0451775863766738
AT5G48560,AT2G04100,0.0450779215208206
AT4G38900,AT1G33750,0.0450649135248789
AT2G24260,AT4G08290,0.0449609797172102
AT5G62610,AT2G26040,0.0449243478484174
AT5G48560,AT5G11060,0.044639555635933
AT5G08130,AT4G29930,0.0443998233713941
AT3G26744,AT2G37320,0.0443951308409218
AT3G24140,AT4G03390,0.0443344918208994
AT2G46810,AT3G15950,0.0442214686960123
AT3G07340,AT4G00480,0.0441662952198139
AT1G10610,AT1G60270,0.0441444496854688
AT4G14410,AT5G60890,0.0441147706351836
AT1G06850,AT1G33750,0.0440737580112415
AT5G54680,AT3G12510,0.0437758051333143
AT3G26744,AT3G17580,0.0436938706315288
AT3G57800,AT3G11110,0.0436274174473884
AT5G24800,AT1G52618,0.0434370249848667
AT3G07340,AT5G07860,0.0433762446262342
AT3G59060,AT1G70700,0.0433375984017573
AT1G61660,AT1G06620,0.0432742293200676
AT3G19860,AT3G15357,0.0432392710640723
AT5G06960,AT2G42940,0.0432158346783479
AT1G05805,AT3G11110,0.0431032123527955
AT5G39860,AT2G32020,0.0430705523174389
AT3G62090,AT1G07985,0.0430265864332458
AT3G26744,AT2G15480,0.0429343151509421
AT5G48560,AT2G41430,0.042911018999979
AT3G26744,AT2G18193,0.042891672431723
AT1G18400,AT1G73120,0.0427931469771908
AT5G48560,AT1G43650,0.0427863680885747
AT4G00050,AT4G29930,0.0427337405353937
AT3G26744,AT1G32690,0.0427017131154938
AT5G62610,AT2G32020,0.0426406866882861
AT2G24260,AT5G44280,0.0425932367679717
AT2G24260,AT4G01883,0.0425903287935826
AT3G26744,AT1G08320,0.0425806100801657
AT2G46510,AT4G29270,0.0425737330249693
AT3G24140,AT1G24580,0.0424912181440078
AT3G19860,AT1G45201,0.0421402869956127
AT3G26744,AT3G18970,0.0421101481886891
AT1G26260,AT4G37895,0.0420511912221367
AT5G48560,AT5G15830,0.0420423523159937
AT1G22070,AT5G15830,0.0420395668868444
AT3G61950,AT1G09480,0.0420083441107746
AT5G48560,AT4G36540,0.0419984427445673
AT2G46270,AT5G60890,0.0419704394178359
AT2G40620,AT1G13970,0.0418448642598491
AT1G01260,AT1G07150,0.0418152611290658
AT2G18300,AT3G14870,0.0416734753963925
AT1G10610,AT4G05010,0.0415894224071956
AT3G59060,AT1G22370,0.0415321062479336
AT3G24140,AT3G58120,0.041515333837398
AT3G59060,AT5G49730,0.041507765034453
AT3G26744,AT1G05600,0.0414826552811213
AT5G62610,AT5G14750,0.0414233388269572
AT2G24260,AT4G24480,0.0413769299396946
AT3G54620,AT3G51960,0.0412683630002766
AT5G65640,AT2G04100,0.0412668655790325
AT2G18300,AT3G10340,0.0411922769878609
AT4G36540,AT4G35900,0.0411496372610718
AT5G48560,AT5G43870,0.0411336353617425
AT1G03970,AT3G51450,0.041110491431784
AT2G24260,AT2G32020,0.0411058756499619
AT3G26744,AT4G12840,0.0410870142742608
AT3G07340,AT1G72140,0.0410072049829424
AT5G08130,AT3G05800,0.0409293553114441
AT3G24140,AT5G58440,0.0409185974510759
AT1G43700,AT5G39240,0.0409103386669883
AT1G01260,AT2G32020,0.0408574813116083
AT2G40620,AT1G68110,0.040842091573051
AT5G08130,AT1G10610,0.0407774960607916
AT4G29100,AT3G28740,0.0406924756436878
AT1G05805,AT3G48350,0.0406764392219356
AT1G03970,AT5G15830,0.0406028033562387
AT2G42380,AT1G13970,0.0404608214140886
AT5G48560,AT1G62975,0.0403673074229451
AT1G63650,AT5G48540,0.0403191046476113
AT3G19860,AT2G41130,0.0403056751755539
AT3G26744,AT3G59650,0.0402176361584994
AT3G26744,AT4G19020,0.0401833084534232
AT3G59060,AT4G29930,0.0401813827822675
AT3G24140,AT2G42730,0.0401634505359271
AT3G59060,AT5G48560,0.0401519710454425
AT1G42990,AT2G21640,0.0401094388221322
AT4G36730,AT1G27670,0.0400342655266518
AT2G24260,AT1G31950,0.0400299881592426
AT5G54680,AT2G18193,0.0399825803983771
AT4G36930,AT1G45201,0.039917333522713
AT3G07340,AT5G48560,0.0398806093202394
AT1G51070,AT5G14750,0.0398296627836358
AT3G26744,AT5G65640,0.0397357832558744
AT5G54680,AT4G37895,0.039735267352407
AT5G08130,AT4G24480,0.0396910465002496
AT3G26744,AT1G27670,0.0396445784837073
AT3G59060,AT5G45340,0.0396430065884281
AT2G31280,AT4G37895,0.0395962337365125
AT5G08130,AT3G58120,0.039582008222234
AT3G54620,AT1G16030,0.0395735286969694
AT5G08130,AT3G48260,0.0395700807062222
AT1G32640,AT1G62975,0.0395697928789226
AT5G46690,AT4G01460,0.0395573430313308
AT3G26744,AT5G43810,0.0395413016104523
AT4G35040,AT4G29930,0.0394819675091532
AT1G27660,AT5G39240,0.0394767484842113
AT3G24140,AT2G15960,0.0394464051165429
AT2G42380,AT1G60270,0.0393732177608054
AT2G42380,AT4G18700,0.0393201832735978
AT4G34000,AT5G01520,0.0393187416509857
AT4G38900,AT5G62480,0.0393061748849984
AT1G32640,AT1G74440,0.0393055567167539
AT5G08130,AT3G58640,0.0391579458370289
AT4G36540,AT5G48560,0.0391546811910176
AT3G06590,AT3G49260,0.0391358260139766
AT3G06590,AT3G61750,0.0390306907952411
AT3G26744,AT5G44280,0.0390271313980973
AT3G47640,AT1G60270,0.0389821652491548
AT3G25710,AT1G24580,0.0389807792216349
AT2G42380,AT5G15600,0.0389652182385802
AT1G03040,AT4G37895,0.0389495721696268
AT3G26744,AT1G70950,0.038946105202515
AT1G10610,AT3G12502,0.0389262448046114
AT3G26744,AT1G17285,0.0388707126799738
AT5G50915,AT3G50800,0.0388654760841532
AT3G59060,AT1G76240,0.0387895699865511
AT5G24800,AT1G74840,0.0387714826433493
AT5G65210,AT5G49450,0.0387692877835456
AT5G49450,AT5G14780,0.0387286689538365
AT4G17880,AT2G28780,0.0387150420700934
AT3G26744,AT5G19520,0.038678696492122
AT3G26744,AT4G16155,0.038665714094819
AT5G24800,AT3G62090,0.0386606846331956
AT2G42300,AT4G35900,0.0385680302440924
AT2G47270,AT5G50335,0.0385544546253738
AT1G32640,AT3G09490,0.0385258555183054
AT1G61660,AT4G29100,0.0385174160490969
AT3G57800,AT4G20362,0.0384966453494776
AT1G03970,AT5G15265,0.0384280744300149
AT5G48560,AT5G48540,0.0383890156510481
AT3G62090,AT5G24800,0.0383596265552525
AT3G17100,AT5G53210,0.0383407506152486
AT1G51140,AT1G60270,0.0383341418162001
AT4G01120,AT1G75030,0.0383142685733223
AT3G26744,AT3G48350,0.0382021900709496
AT3G47640,AT5G48540,0.0381812854893011
AT1G43700,AT3G28220,0.0381353029099727
AT5G49450,AT1G02660,0.0380935121715381
AT2G18300,AT3G53350,0.0380854731975251
AT1G03970,AT4G29270,0.0380521250686321
AT3G26744,AT4G23170,0.0379792503167635
AT5G48560,AT5G49740,0.0378941690921572
AT1G62975,AT1G72140,0.0378621915280803
AT3G54620,AT5G49450,0.0378465425801754
AT3G59060,AT5G57785,0.0377749141099043
AT2G43060,AT5G48540,0.0377502994546384
AT1G32640,AT1G20450,0.0377377321974085
AT1G26260,AT2G47140,0.0376760743906585
AT4G36540,AT3G28220,0.0376476515525964
AT3G26744,AT3G61680,0.037563639165334
AT3G06590,AT3G53350,0.0375600261164974
AT3G26744,AT1G15290,0.0375208129099776
AT4G29100,AT3G28220,0.0375127203619133
AT2G47270,AT3G59220,0.0375076111382482
AT3G54620,AT2G15480,0.0374413976610839
AT3G61950,AT1G14120,0.0373694597216052
AT3G26744,AT5G62480,0.0373606697898265
AT5G08130,AT1G27660,0.0373509412417659
AT3G06590,AT4G19040,0.0373262900578882
AT3G26744,AT1G64660,0.0372709474898795
AT1G03040,AT3G53450,0.0372629773320358
AT3G59060,AT5G39860,0.0372187569258032
AT5G65210,AT3G45730,0.0371957195565802
AT5G54680,AT5G49560,0.0371488710369361
AT1G26260,AT5G63700,0.0371066376153441
AT5G08130,AT5G15265,0.037104648639714
AT4G30980,AT5G11420,0.0371020078373318
AT3G26744,AT4G02020,0.0370710323156732
AT3G59060,AT3G23050,0.0370551743104605
AT1G35460,AT3G01680,0.0370471306081646
AT3G26744,AT4G08290,0.0370407604065225
AT5G48560,AT2G39730,0.0370040972534547
AT5G08130,AT4G02360,0.0369721786745535
AT3G26744,AT2G20480,0.036890454448604
AT5G48560,AT3G13980,0.036843563361726
AT5G48560,AT3G23050,0.036822599567727
AT2G18300,AT3G49260,0.0368094599678051
AT3G26744,AT4G36930,0.0368092890175688
AT3G19860,AT1G75030,0.0368022405617376
AT3G24140,AT3G28220,0.0367852657192981
AT5G06950,AT1G07150,0.0367696750817311
AT5G08130,AT1G69040,0.0367350391909065
AT4G09180,AT1G24580,0.0367126264778559
AT3G26744,AT2G37060,0.0366939215893731
AT5G46760,AT2G26040,0.0366756137934521
AT5G50915,AT2G39730,0.0366386836442462
AT4G36730,AT5G45340,0.0366219811020622
AT5G49450,AT3G16910,0.0365955687099264
AT4G29100,AT1G61660,0.0365850090944117
AT4G36730,AT3G50800,0.0364808573094771
AT5G48560,AT4G29930,0.0364299432814918
AT5G49450,AT3G27380,0.036414324279135
AT3G24140,AT3G01970,0.0364063589233832
AT4G34000,AT5G19875,0.0363574234061772
AT3G61950,AT3G28220,0.0363401206641036
AT2G47270,AT5G15830,0.0363316244934657
AT3G26744,AT1G55370,0.0363094928834678
AT5G48560,AT1G70700,0.0363065796972638
AT5G06950,AT3G28220,0.0362600720992994
AT1G32150,AT3G05800,0.0362592666356574
AT3G06590,AT1G73120,0.0362489880522009
AT5G24800,AT5G53210,0.0362488218029408
AT3G26744,AT1G05835,0.036142790533143
AT3G26744,AT1G77450,0.0361176975341371
AT2G24260,AT2G24360,0.0360981660641312
AT3G26744,AT5G59590,0.0360401010522678
AT3G26744,AT3G02990,0.0360370528604584
AT4G36540,AT2G18300,0.0360281646322803
AT5G08130,AT2G39810,0.035995998583287
AT3G17100,AT1G07150,0.0358750884745839
AT2G46810,AT1G45201,0.0358419639791869
AT2G31280,AT1G27670,0.0358279973156103
AT3G61950,AT1G28360,0.0358205687714073
AT3G24140,AT2G47390,0.035804801546218
AT1G10120,AT5G15830,0.0356909528281575
AT3G26744,AT3G05130,0.0356798623108063
AT2G24260,AT1G09470,0.0355981523668429
AT3G26744,AT5G58760,0.0355484099532677
AT2G46270,AT3G50850,0.0355299947867178
AT2G24260,AT5G07860,0.0354921016343938
AT5G49450,AT3G12510,0.0354718757713568
AT5G48560,AT1G22370,0.0354685003007638
AT5G24800,AT4G40010,0.0354477824713346
AT1G05805,AT4G37895,0.0354429560210221
AT5G48560,AT1G32640,0.0354044998476743
AT3G54620,AT1G24580,0.0353671304717891
AT5G08130,AT1G27670,0.0353464527322122
AT1G10610,AT2G39810,0.0353404087857223
AT5G48560,AT2G43010,0.0353351396604008
AT3G26744,AT2G23430,0.0353346529404686
AT4G02640,AT1G07150,0.0353211777241696
AT3G26744,AT2G46290,0.0353171172165263
AT2G35530,AT2G41130,0.0353167946772847
AT5G46760,AT5G48540,0.0353167306936121
AT1G26260,AT1G15290,0.0352150050693662
AT2G35530,AT4G31100,0.0351310529972374
AT3G26744,AT1G72250,0.0351176215450093
AT3G26744,AT5G63500,0.0350659249688103
AT1G51070,AT3G15950,0.0350534504858616
AT3G26744,AT3G63480,0.0350205953332481
AT4G38900,AT3G59220,0.0349880997416734
AT3G26744,AT3G47780,0.0349770950058464
AT4G38900,AT1G27670,0.0349749701769376
AT4G36540,AT3G45680,0.0349566326150443
AT2G18300,AT1G80120,0.0349508483453204
AT3G57800,AT3G28220,0.03494924234839
AT3G12250,AT3G17580,0.034933954021065
AT3G54620,AT3G53450,0.0349337324006706
AT3G59060,AT5G67110,0.0349054527722563
AT3G26744,AT3G46920,0.0348809460182785
AT4G02640,AT1G35430,0.0348270881659247
AT5G08130,AT1G33240,0.0347922892365142
AT4G36730,AT5G52570,0.0347904700131764
AT1G42990,AT1G31710,0.0346979053648786
AT3G24140,AT1G75760,0.0346958820356193
AT5G48560,AT5G57785,0.0346761725101708
AT1G03040,AT2G32020,0.0346560686445726
AT5G08130,AT3G44320,0.0346543632199947
AT5G46760,AT1G31050,0.0346230479169976
AT5G08130,AT5G07860,0.0346005978923948
AT5G08130,AT2G42380,0.034598716245362
AT4G16430,AT5G62480,0.0345855658024293
AT2G46270,AT3G03170,0.0345674921729976
AT4G36730,AT4G36060,0.0345573359702691
AT5G08130,AT5G66350,0.0345404778584694
AT1G42990,AT1G04635,0.0345205926660589
AT4G02640,AT5G04000,0.0345192284578224
AT3G24140,AT1G52342,0.0345187724039072
AT1G61660,AT1G43650,0.0344863293824783
AT3G54620,AT1G06620,0.0344684409927586
AT5G08130,AT1G05835,0.0344662783574227
AT4G00480,AT5G15265,0.0344451851394358
AT1G03040,AT1G28360,0.034438701355448
AT5G08130,AT5G42092,0.0344290437068619
AT3G26744,AT2G31010,0.0343908782619316
AT1G51140,AT5G49450,0.0343851892521004
AT3G26744,AT1G78700,0.0343632932414138
AT4G02640,AT1G68810,0.0343546796870129
AT5G08130,AT5G19520,0.0343007671715149
AT4G38900,AT3G17580,0.0342936521000484
AT3G59060,AT1G45201,0.0342914202956981
AT5G48560,AT2G32020,0.0342813714237001
AT2G35530,AT5G62480,0.0342791872190327
AT3G26744,AT1G49870,0.0342432668377199
AT3G57800,AT2G46310,0.0342423036595433
AT3G57800,AT4G29270,0.0342345727336913
AT3G24140,AT3G44320,0.034224815913741
AT3G54620,AT3G15950,0.034216957963637
AT2G41070,AT3G09490,0.0342147612597611
AT3G26744,AT1G19490,0.0341897209829431
AT5G48560,AT4G30410,0.034142829470881
AT3G54620,AT2G04100,0.03413602188784
AT2G46810,AT1G02930,0.0341026711569414
AT3G20640,AT5G62480,0.0341009150510048
AT5G38860,AT5G53290,0.0340741396547051
AT5G06960,AT4G35900,0.0340077455039913
AT5G08130,AT3G21870,0.0339759669756207
AT3G26744,AT3G63430,0.033970481752496
AT3G26744,AT2G06040,0.0339662128865862
AT5G08130,AT2G20180,0.0339473118105576
AT3G26744,AT3G43210,0.0339110927445476
AT1G32640,AT2G47270,0.0338916853009187
AT1G45249,AT5G02200,0.0338833931748199
AT5G48560,AT2G39350,0.0338823946415107
AT3G26744,AT2G43810,0.0338592378127772
AT3G06590,AT4G37730,0.0337299962537312
AT1G32640,AT5G45340,0.0337172118459529
AT3G26744,AT1G09530,0.0337110201482394
AT3G59060,AT5G05850,0.0337104083190055
AT3G26744,AT4G18890,0.0336889226891434
AT3G59060,AT3G44310,0.0336569011511911
AT5G54680,AT5G19520,0.0336547438674208
AT5G48560,AT1G49780,0.0336461241566672
AT5G49450,AT5G18670,0.0335916295472789
AT5G49450,AT5G21990,0.0335842719451041
AT3G54620,AT1G65690,0.0335726184112698
